14.01澪標	OH_OO渋谷源氏	310	340	B	さやか	清か	サヤカ	形状詞-一般			サヤカ	和
14.01澪標	OH_OO渋谷源氏	12450	12460	I	ぜ	為る	スル	動詞-非自立可能	文語サ行変格	未然形-一般	ゼ	和
14.01澪標	OH_OO渋谷源氏	12460	12480	I	らる	られる	ラレル	助動詞	文語下二段-ラ行	終止形-一般	ラル	和
14.01澪標	OH_OO渋谷源氏	12480	12500	I	べき	べし	ベシ	助動詞	文語助動詞-ベシ	連体形-一般	ベキ	和
14.01澪標	OH_OO渋谷源氏	12500	12520	I	こと	事	コト	名詞-普通名詞-一般			コト	和
14.01澪標	OH_OO渋谷源氏	12520	12530	I	を	を	ヲ	助詞-格助詞			オ	和
14.01澪標	OH_OO渋谷源氏	12530	12550	I	思ふ	思う	オモウ	動詞-一般	文語四段-ハ行	連体形-一般	オモウ	和
14.01澪標	OH_OO渋谷源氏	12550	12570	I	なり	なり	ナリ	助動詞	文語助動詞-ナリ-断定	終止形-一般	ナリ	和
14.01澪標	OH_OO渋谷源氏	12570	12580	I	」	」		補助記号-括弧閉				記号
14.01澪標	OH_OO渋谷源氏	12580	12590	B	と	と	ト	助詞-格助詞			ト	和
14.01澪標	OH_OO渋谷源氏	12590	12600	I	ぞ	ぞ	ゾ	助詞-係助詞			ゾ	和
14.01澪標	OH_OO渋谷源氏	12600	12610	I	，	，		補助記号-読点				記号
14.01澪標	OH_OO渋谷源氏	12610	12640	I	聞こえ	聞こえる	キコエル	動詞-非自立可能	文語下二段-ヤ行	連用形-一般	キコエ	和
14.01澪標	OH_OO渋谷源氏	12640	12660	I	慰め	慰める	ナグサメル	動詞-一般	文語下二段-マ行	連用形-一般	ナグサメ	和
14.01澪標	OH_OO渋谷源氏	12660	12690	I	たまひ	給う	タマウ	動詞-非自立可能	文語四段-ハ行	連用形-一般	タマイ	和
14.01澪標	OH_OO渋谷源氏	12690	12710	I	ける	けり	ケリ	助動詞	文語助動詞-ケリ	連体形-一般	ケル	和
14.01澪標	OH_OO渋谷源氏	12710	12720	I	。	。		補助記号-句点				記号
14.01澪標	OH_OO渋谷源氏	12720	12730	B	坊	坊	ボウ	名詞-普通名詞-一般			ボー	漢
14.01澪標	OH_OO渋谷源氏	12730	12740	I	に	に	ニ	助詞-格助詞			ニ	和
14.01澪標	OH_OO渋谷源氏	12740	12750	I	は	は	ハ	助詞-係助詞			ワ	和
14.01澪標	OH_OO渋谷源氏	12750	12770	I	承香	承香	ショウキョウ	名詞-固有名詞-一般			ショーキョー	固
14.01澪標	OH_OO渋谷源氏	12770	12780	I	殿	殿	デン	接尾辞-名詞的-一般			デン	漢
14.01澪標	OH_OO渋谷源氏	12780	12790	I	の	の	ノ	助詞-格助詞			ノ	和
14.01澪標	OH_OO渋谷源氏	12790	12810	I	皇子	御子	ミコ	名詞-普通名詞-一般			ミコ	和
14.01澪標	OH_OO渋谷源氏	12810	12820	I	ゐ	居る	イル	動詞-非自立可能	文語上一段-ワ行	連用形-一般	イ	和
14.01澪標	OH_OO渋谷源氏	12820	12850	I	たまひ	給う	タマウ	動詞-非自立可能	文語四段-ハ行	連用形-一般	タマイ	和
14.01澪標	OH_OO渋谷源氏	12850	12860	I	ぬ	ぬ	ヌ	助動詞	文語助動詞-ヌ	終止形-一般	ヌ	和
14.01澪標	OH_OO渋谷源氏	12860	12870	I	。	。		補助記号-句点				記号
14.01澪標	OH_OO渋谷源氏	12870	12880	B	世	世	ヨ	名詞-普通名詞-一般			ヨ	和
14.01澪標	OH_OO渋谷源氏	12880	12890	I	の	の	ノ	助詞-格助詞			ノ	和
14.01澪標	OH_OO渋谷源氏	12890	12900	I	中	中	ナカ	名詞-普通名詞-副詞可能			ナカ	和
14.01澪標	OH_OO渋谷源氏	12900	12930	I	改まり	改まる	アラタマル	動詞-一般	文語四段-ラ行	連用形-一般	アラタマリ	和
14.01澪標	OH_OO渋谷源氏	12930	12940	I	て	て	テ	助詞-接続助詞			テ	和
14.01澪標	OH_OO渋谷源氏	12940	12950	I	、	、		補助記号-読点				記号
14.01澪標	OH_OO渋谷源氏	12950	12970	I	引き	引く	ヒク	動詞-一般	文語四段-カ行	連用形-一般	ヒキ	和
14.01澪標	OH_OO渋谷源氏	12970	12990	I	変へ	変える	カエル	動詞-一般	文語下二段-ハ行	連用形-一般	カエ	和
14.01澪標	OH_OO渋谷源氏	12990	13040	I	今めかしき	今めかしい	イマメカシイ	形容詞-一般	文語形容詞-シク	連体形-一般	イマメカシキ	和
14.01澪標	OH_OO渋谷源氏	13040	13060	I	こと	事	コト	名詞-普通名詞-一般			コト	和
14.01澪標	OH_OO渋谷源氏	13060	13080	I	ども	共	ドモ	接尾辞-名詞的-一般			ドモ	和
14.01澪標	OH_OO渋谷源氏	13080	13110	I	多かり	多い	オオイ	形容詞-一般	文語形容詞-ク	終止形-補助	オーカリ	和
14.01澪標	OH_OO渋谷源氏	13110	13120	I	。	。		補助記号-句点				記号
14.01澪標	OH_OO渋谷源氏	13120	13130	B	源	ゲン	ゲン	名詞-固有名詞-人名-姓			ゲン	固
14.01澪標	OH_OO渋谷源氏	13130	13140	I	氏	氏	シ	接尾辞-名詞的-一般			ジ	漢
14.01澪標	OH_OO渋谷源氏	13140	13150	I	の	の	ノ	助詞-格助詞			ノ	和
14.01澪標	OH_OO渋谷源氏	13150	13160	I	大	大	ダイ	接頭辞			ダイ	漢
14.01澪標	OH_OO渋谷源氏	13160	13180	I	納言	納言	ナゴン	名詞-普通名詞-一般			ナゴン	漢
14.01澪標	OH_OO渋谷源氏	13180	13190	I	、	、		補助記号-読点				記号
14.01澪標	OH_OO渋谷源氏	13190	13200	I	内	内	ナイ	接頭辞			ナイ	漢
14.01澪標	OH_OO渋谷源氏	13200	13220	I	大臣	大臣	ダイジン	名詞-普通名詞-一般			ダイジン	漢
14.01澪標	OH_OO渋谷源氏	13220	13230	I	に	に	ニ	助詞-格助詞			ニ	和
14.01澪標	OH_OO渋谷源氏	13230	13250	I	なり	成る	ナル	動詞-非自立可能	文語四段-ラ行	連用形-一般	ナリ	和
14.01澪標	OH_OO渋谷源氏	13250	13280	I	たまひ	給う	タマウ	動詞-非自立可能	文語四段-ハ行	連用形-一般	タマイ	和
14.01澪標	OH_OO渋谷源氏	13280	13290	I	ぬ	ぬ	ヌ	助動詞	文語助動詞-ヌ	終止形-一般	ヌ	和
14.01澪標	OH_OO渋谷源氏	13290	13300	I	。	。		補助記号-句点				記号
14.01澪標	OH_OO渋谷源氏	13300	13310	B	数	数	カズ	名詞-普通名詞-一般			カズ	和
14.01澪標	OH_OO渋谷源氏	13310	13340	I	定まり	定まる	サダマル	動詞-一般	文語四段-ラ行	連用形-一般	サダマリ	和
14.01澪標	OH_OO渋谷源氏	13340	13350	I	て	て	テ	助詞-接続助詞			テ	和
14.01澪標	OH_OO渋谷源氏	13350	13360	I	、	、		補助記号-読点				記号
14.01澪標	OH_OO渋谷源氏	13360	13400	I	くつろぐ	寛ぐ	クツログ	動詞-一般	文語四段-ガ行	連体形-一般	クツログ	和
14.01澪標	OH_OO渋谷源氏	13400	13410	I	所	所	トコロ	名詞-普通名詞-副詞可能			トコロ	和
14.01澪標	OH_OO渋谷源氏	13410	13420	I	も	も	モ	助詞-係助詞			モ	和
14.01澪標	OH_OO渋谷源氏	13420	13450	I	なかり	無い	ナイ	形容詞-非自立可能	文語形容詞-ク	連用形-補助	ナカリ	和
14.01澪標	OH_OO渋谷源氏	13450	13470	I	けれ	けり	ケリ	助動詞	文語助動詞-ケリ	已然形-一般	ケレ	和
14.01澪標	OH_OO渋谷源氏	13470	13480	I	ば	ば	バ	助詞-接続助詞			バ	和
14.01澪標	OH_OO渋谷源氏	13480	13490	I	、	、		補助記号-読点				記号
14.01澪標	OH_OO渋谷源氏	13490	13520	I	加はり	加わる	クワワル	動詞-一般	文語四段-ラ行	連用形-一般	クワワリ	和
14.01澪標	OH_OO渋谷源氏	13520	13550	I	たまふ	給う	タマウ	動詞-非自立可能	文語四段-ハ行	連体形-一般	タマウ	和
14.01澪標	OH_OO渋谷源氏	13550	13570	I	なり	なり	ナリ	助動詞	文語助動詞-ナリ-断定	連用形-一般	ナリ	和
14.01澪標	OH_OO渋谷源氏	13570	13590	I	けり	けり	ケリ	助動詞	文語助動詞-ケリ	終止形-一般	ケリ	和
14.01澪標	OH_OO渋谷源氏	13590	13600	I	。	。		補助記号-句点				記号
14.01澪標	OH_OO渋谷源氏	13600	13630	B	やがて	軈て	ヤガテ	副詞			ヤガテ	和
14.01澪標	OH_OO渋谷源氏	13630	13640	I	世	世	ヨ	名詞-普通名詞-一般			ヨ	和
14.01澪標	OH_OO渋谷源氏	13640	13650	I	の	の	ノ	助詞-格助詞			ノ	和
14.01澪標	OH_OO渋谷源氏	13650	13670	I	政事	政事	セイジ	名詞-普通名詞-一般			セージ	漢
14.01澪標	OH_OO渋谷源氏	13670	13680	I	を	を	ヲ	助詞-格助詞			オ	和
14.01澪標	OH_OO渋谷源氏	13680	13690	I	し	為る	スル	動詞-非自立可能	文語サ行変格	連用形-一般	シ	和
14.01澪標	OH_OO渋谷源氏	13690	13720	I	たまふ	給う	タマウ	動詞-非自立可能	文語四段-ハ行	終止形-一般	タマウ	和
14.01澪標	OH_OO渋谷源氏	13720	13740	I	べき	べし	ベシ	助動詞	文語助動詞-ベシ	連体形-一般	ベキ	和
14.01澪標	OH_OO渋谷源氏	13740	13760	I	なれ	なり	ナリ	助動詞	文語助動詞-ナリ-断定	已然形-一般	ナレ	和
14.01澪標	OH_OO渋谷源氏	13760	13770	I	ど	ど	ド	助詞-接続助詞			ド	和
14.01澪標	OH_OO渋谷源氏	13770	13780	I	、	、		補助記号-読点				記号
14.01澪標	OH_OO渋谷源氏	13780	13790	I	「	「		補助記号-括弧開				記号
14.01澪標	OH_OO渋谷源氏	13790	13820	I	さやう	然様	サヨウ	形状詞-一般			サヨー	混
14.01澪標	OH_OO渋谷源氏	13820	13830	I	の	の	ノ	助詞-格助詞			ノ	和
14.01澪標	OH_OO渋谷源氏	13830	13870	I	事しげき	事繁い	コトシゲイ	形容詞-一般	文語形容詞-ク	連体形-一般	コトシゲキ	和
14.01澪標	OH_OO渋谷源氏	13870	13880	I	職	職	ショク	名詞-普通名詞-一般			シキ	漢
14.01澪標	OH_OO渋谷源氏	13880	13890	I	に	に	ニ	助詞-格助詞			ニ	和
14.01澪標	OH_OO渋谷源氏	13890	13900	I	は	は	ハ	助詞-係助詞			ワ	和
14.01澪標	OH_OO渋谷源氏	13900	13920	I	堪へ	耐える	タエル	動詞-一般	文語下二段-ハ行	未然形-一般	タエ	和
14.01澪標	OH_OO渋谷源氏	13920	13930	I	ず	ず	ズ	助動詞	文語助動詞-ズ	連用形-一般	ズ	和
14.01澪標	OH_OO渋谷源氏	13930	13950	I	なむ	なむ	ナム	助詞-係助詞			ナン	和
14.01澪標	OH_OO渋谷源氏	13950	13960	I	」	」		補助記号-括弧閉				記号
14.01澪標	OH_OO渋谷源氏	13960	13980	I	とて	とて	トテ	助詞-格助詞			トテ	和
14.01澪標	OH_OO渋谷源氏	13980	13990	I	、	、		補助記号-読点				記号
14.01澪標	OH_OO渋谷源氏	13990	14010	I	致仕	致仕	チシ	名詞-普通名詞-サ変可能			チジ	漢
14.01澪標	OH_OO渋谷源氏	14010	14020	I	の	の	ノ	助詞-格助詞			ノ	和
14.01澪標	OH_OO渋谷源氏	14020	14040	I	大臣	大臣	オトド	名詞-普通名詞-一般			オトド	和
14.01澪標	OH_OO渋谷源氏	14040	14050	I	、	、		補助記号-読点				記号
14.01澪標	OH_OO渋谷源氏	14050	14070	I	摂政	摂政	セッショウ	名詞-普通名詞-一般			セッショー	漢
14.01澪標	OH_OO渋谷源氏	14070	14080	I	し	為る	スル	動詞-非自立可能	文語サ行変格	連用形-一般	シ	和
14.01澪標	OH_OO渋谷源氏	14080	14110	I	たまふ	給う	タマウ	動詞-非自立可能	文語四段-ハ行	終止形-一般	タマウ	和
14.01澪標	OH_OO渋谷源氏	14110	14130	I	べき	べし	ベシ	助動詞	文語助動詞-ベシ	連体形-一般	ベキ	和
14.01澪標	OH_OO渋谷源氏	14130	14150	I	よし	由	ヨシ	名詞-普通名詞-一般			ヨシ	和
14.01澪標	OH_OO渋谷源氏	14150	14160	I	、	、		補助記号-読点				記号
14.01澪標	OH_OO渋谷源氏	14160	14180	I	譲り	譲る	ユズル	動詞-一般	文語四段-ラ行	連用形-一般	ユズリ	和
14.01澪標	OH_OO渋谷源氏	14180	14210	I	きこえ	聞こえる	キコエル	動詞-非自立可能	文語下二段-ヤ行	連用形-一般	キコエ	和
14.01澪標	OH_OO渋谷源氏	14210	14240	I	たまふ	給う	タマウ	動詞-非自立可能	文語四段-ハ行	終止形-一般	タマウ	和
14.01澪標	OH_OO渋谷源氏	14240	14250	I	。	。		補助記号-句点				記号
14.01澪標	OH_OO渋谷源氏	14250	14260	B	「	「		補助記号-括弧開				記号
14.01澪標	OH_OO渋谷源氏	14260	14270	I	病	病	ヤマイ	名詞-普通名詞-一般			ヤマイ	和
14.01澪標	OH_OO渋谷源氏	14270	14280	I	に	に	ニ	助詞-格助詞			ニ	和
14.01澪標	OH_OO渋谷源氏	14280	14300	I	より	因る	ヨル	動詞-一般	文語四段-ラ行	連用形-一般	ヨリ	和
14.01澪標	OH_OO渋谷源氏	14300	14310	I	て	て	テ	助詞-接続助詞			テ	和
14.01澪標	OH_OO渋谷源氏	14310	14320	I	、	、		補助記号-読点				記号
14.01澪標	OH_OO渋谷源氏	14320	14330	I	位	位	クライ	名詞-普通名詞-副詞可能			クライ	和
14.01澪標	OH_OO渋谷源氏	14330	14340	I	を	を	ヲ	助詞-格助詞			オ	和
14.01澪標	OH_OO渋谷源氏	14340	14360	I	返し	返す	カエス	動詞-一般	文語四段-サ行	連用形-一般	カエシ	和
14.01澪標	OH_OO渋谷源氏	14360	14410	I	たてまつり	奉る	タテマツル	動詞-非自立可能	文語四段-ラ行	連用形-一般	タテマツリ	和
14.01澪標	OH_OO渋谷源氏	14410	14420	I	て	つ	ツ	助動詞	文語助動詞-ツ	連用形-一般	テ	和
14.01澪標	OH_OO渋谷源氏	14420	14430	I	し	き	キ	助動詞	文語助動詞-キ	連体形-一般	シ	和
14.01澪標	OH_OO渋谷源氏	14430	14440	I	を	を	ヲ	助詞-格助詞			オ	和
14.01澪標	OH_OO渋谷源氏	14440	14450	I	、	、		補助記号-読点				記号
14.01澪標	OH_OO渋谷源氏	14450	14490	I	いよいよ	愈	イヨイヨ	副詞			イヨイヨ	和
14.01澪標	OH_OO渋谷源氏	14490	14500	I	老	老い	オイ	名詞-普通名詞-一般			オイ	和
14.01澪標	OH_OO渋谷源氏	14500	14510	I	の	の	ノ	助詞-格助詞			ノ	和
14.01澪標	OH_OO渋谷源氏	14510	14540	I	つもり	積もる	ツモル	動詞-一般	文語四段-ラ行	連用形-一般	ツモリ	和
14.01澪標	OH_OO渋谷源氏	14540	14560	I	添ひ	沿う	ソウ	動詞-一般	文語四段-ハ行	連用形-一般	ソイ	和
14.01澪標	OH_OO渋谷源氏	14560	14570	I	て	て	テ	助詞-接続助詞			テ	和
14.01澪標	OH_OO渋谷源氏	14570	14580	I	、	、		補助記号-読点				記号
14.01澪標	OH_OO渋谷源氏	14580	14620	I	さかしき	賢しい	サカシイ	形容詞-一般	文語形容詞-シク	連体形-一般	サカシキ	和
14.01澪標	OH_OO渋谷源氏	14620	14640	I	こと	事	コト	名詞-普通名詞-一般			コト	和
14.01澪標	OH_OO渋谷源氏	14640	14670	I	はべら	侍る	ハベル	動詞-非自立可能	文語ラ行変格	未然形-一般	ハベラ	和
14.01澪標	OH_OO渋谷源氏	14670	14680	I	じ	じ	ジ	助動詞	文語助動詞-ジ	終止形-一般	ジ	和
14.01澪標	OH_OO渋谷源氏	14680	14690	I	」	」		補助記号-括弧閉				記号
14.01澪標	OH_OO渋谷源氏	14690	14700	B	と	と	ト	助詞-格助詞			ト	和
14.01澪標	OH_OO渋谷源氏	14700	14710	I	，	，		補助記号-読点				記号
14.01澪標	OH_OO渋谷源氏	14710	14730	I	受け	受ける	ウケル	動詞-一般	文語下二段-カ行	連用形-一般	ウケ	和
14.01澪標	OH_OO渋谷源氏	14730	14750	I	ひき	引く	ヒク	動詞-一般	文語四段-カ行	連用形-一般	ヒキ	和
14.01澪標	OH_OO渋谷源氏	14750	14770	I	申し	申す	モウス	動詞-非自立可能	文語四段-サ行	連用形-一般	モーシ	和
14.01澪標	OH_OO渋谷源氏	14770	14800	I	たまは	給う	タマウ	動詞-非自立可能	文語四段-ハ行	未然形-一般	タマワ	和
14.01澪標	OH_OO渋谷源氏	14800	14810	I	ず	ず	ズ	助動詞	文語助動詞-ズ	終止形-一般	ズ	和
14.01澪標	OH_OO渋谷源氏	14810	14820	I	。	。		補助記号-句点				記号
14.01澪標	OH_OO渋谷源氏	14820	14830	B	「	「		補助記号-括弧開				記号
14.01澪標	OH_OO渋谷源氏	14830	14840	I	人	人	ヒト	名詞-普通名詞-一般			ヒト	和
14.01澪標	OH_OO渋谷源氏	14840	14850	I	の	の	ノ	助詞-格助詞			ノ	和
14.01澪標	OH_OO渋谷源氏	14850	14860	I	国	国	クニ	名詞-普通名詞-一般			クニ	和
14.01澪標	OH_OO渋谷源氏	14860	14870	I	に	に	ニ	助詞-格助詞			ニ	和
14.01澪標	OH_OO渋谷源氏	14870	14880	I	も	も	モ	助詞-係助詞			モ	和
14.01澪標	OH_OO渋谷源氏	14880	14890	I	、	、		補助記号-読点				記号
14.01澪標	OH_OO渋谷源氏	14890	14910	I	こと	事	コト	名詞-普通名詞-一般			コト	和
14.01澪標	OH_OO渋谷源氏	14910	14930	I	移り	移る	ウツル	動詞-一般	文語四段-ラ行	連用形-一般	ウツリ	和
14.01澪標	OH_OO渋谷源氏	14930	14940	I	世	世	ヨ	名詞-普通名詞-一般			ヨ	和
14.01澪標	OH_OO渋谷源氏	14940	14950	I	の	の	ノ	助詞-格助詞			ノ	和
14.01澪標	OH_OO渋谷源氏	14950	14960	I	中	中	ナカ	名詞-普通名詞-副詞可能			ナカ	和
14.01澪標	OH_OO渋谷源氏	14960	14990	I	定まら	定まる	サダマル	動詞-一般	文語四段-ラ行	未然形-一般	サダマラ	和
14.01澪標	OH_OO渋谷源氏	14990	15000	I	ぬ	ず	ズ	助動詞	文語助動詞-ズ	連体形-一般	ヌ	和
14.01澪標	OH_OO渋谷源氏	15000	15010	I	折	折	オリ	名詞-普通名詞-副詞可能			オリ	和
14.01澪標	OH_OO渋谷源氏	15010	15020	I	は	は	ハ	助詞-係助詞			ワ	和
14.01澪標	OH_OO渋谷源氏	15020	15030	I	、	、		補助記号-読点				記号
14.01澪標	OH_OO渋谷源氏	15030	15050	I	深き	深い	フカイ	形容詞-一般	文語形容詞-ク	連体形-一般	フカキ	和
14.01澪標	OH_OO渋谷源氏	15050	15060	I	山	山	ヤマ	名詞-普通名詞-一般			ヤマ	和
14.01澪標	OH_OO渋谷源氏	15060	15070	I	に	に	ニ	助詞-格助詞			ニ	和
14.01澪標	OH_OO渋谷源氏	15070	15080	I	跡	跡	アト	名詞-普通名詞-一般			アト	和
14.01澪標	OH_OO渋谷源氏	15080	15090	I	を	を	ヲ	助詞-格助詞			オ	和
14.01澪標	OH_OO渋谷源氏	15090	15110	I	絶え	絶える	タエル	動詞-一般	文語下二段-ヤ行	連用形-一般	タエ	和
14.01澪標	OH_OO渋谷源氏	15110	15130	I	たる	たり	タリ	助動詞	文語助動詞-タリ-完了	連体形-一般	タル	和
14.01澪標	OH_OO渋谷源氏	15130	15140	I	人	人	ヒト	名詞-普通名詞-一般			ヒト	和
14.01澪標	OH_OO渋谷源氏	15140	15160	I	だに	だに	ダニ	助詞-副助詞			ダニ	和
14.01澪標	OH_OO渋谷源氏	15160	15170	I	も	も	モ	助詞-係助詞			モ	和
14.01澪標	OH_OO渋谷源氏	15170	15180	I	、	、		補助記号-読点				記号
14.01澪標	OH_OO渋谷源氏	15180	15210	I	治まれ	収まる	オサマル	動詞-一般	文語四段-ラ行	命令形	オサマレ	和
14.01澪標	OH_OO渋谷源氏	15210	15220	I	る	り	リ	助動詞	文語助動詞-リ	連体形-一般	ル	和
14.01澪標	OH_OO渋谷源氏	15220	15230	I	世	世	ヨ	名詞-普通名詞-一般			ヨ	和
14.01澪標	OH_OO渋谷源氏	15230	15240	I	に	に	ニ	助詞-格助詞			ニ	和
14.01澪標	OH_OO渋谷源氏	15240	15250	I	は	は	ハ	助詞-係助詞			ワ	和
14.01澪標	OH_OO渋谷源氏	15250	15260	I	、	、		補助記号-読点				記号
14.01澪標	OH_OO渋谷源氏	15260	15280	I	白髪	白髪	シラガ	名詞-普通名詞-一般			シラガ	和
14.01澪標	OH_OO渋谷源氏	15280	15290	I	も	も	モ	助詞-係助詞			モ	和
14.01澪標	OH_OO渋谷源氏	15290	15310	I	恥ぢ	恥じる	ハジル	動詞-一般	文語上二段-ダ行	未然形-一般	ハジ	和
14.01澪標	OH_OO渋谷源氏	15310	15320	I	ず	ず	ズ	助動詞	文語助動詞-ズ	連用形-一般	ズ	和
14.01澪標	OH_OO渋谷源氏	15320	15340	I	出で	出でる	イデル	動詞-一般	文語下二段-ダ行	連用形-一般	イデ	和
14.01澪標	OH_OO渋谷源氏	15340	15360	I	仕へ	仕える	ツカエル	動詞-一般	文語下二段-ハ行	連用形-一般	ツカエ	和
14.01澪標	OH_OO渋谷源氏	15360	15380	I	ける	けり	ケリ	助動詞	文語助動詞-ケリ	連体形-一般	ケル	和
14.01澪標	OH_OO渋谷源氏	15380	15390	I	を	を	ヲ	助詞-格助詞			オ	和
14.01澪標	OH_OO渋谷源氏	15390	15410	I	こそ	こそ	コソ	助詞-係助詞			コソ	和
14.01澪標	OH_OO渋谷源氏	15410	15420	I	、	、		補助記号-読点				記号
14.01澪標	OH_OO渋谷源氏	15420	15450	I	まこと	真	マコト	名詞-普通名詞-一般			マコト	和
14.01澪標	OH_OO渋谷源氏	15450	15460	I	の	の	ノ	助詞-格助詞			ノ	和
14.01澪標	OH_OO渋谷源氏	15460	15470	I	聖	聖	ヒジリ	名詞-普通名詞-一般			ヒジリ	和
14.01澪標	OH_OO渋谷源氏	15470	15480	I	に	に	ニ	助詞-格助詞			ニ	和
14.01澪標	OH_OO渋谷源氏	15480	15490	I	は	は	ハ	助詞-係助詞			ワ	和
14.01澪標	OH_OO渋谷源氏	15490	15500	I	し	為る	スル	動詞-非自立可能	文語サ行変格	連用形-一般	シ	和
14.01澪標	OH_OO渋谷源氏	15500	15520	I	けれ	けり	ケリ	助動詞	文語助動詞-ケリ	已然形-一般	ケレ	和
14.01澪標	OH_OO渋谷源氏	15520	15530	I	。	。		補助記号-句点				記号
14.01澪標	OH_OO渋谷源氏	15530	15540	B	病	病	ヤマイ	名詞-普通名詞-一般			ヤマイ	和
14.01澪標	OH_OO渋谷源氏	15540	15550	I	に	に	ニ	助詞-格助詞			ニ	和
14.01澪標	OH_OO渋谷源氏	15550	15570	I	沈み	沈む	シズム	動詞-一般	文語四段-マ行	連用形-一般	シズミ	和
14.01澪標	OH_OO渋谷源氏	15570	15580	I	て	て	テ	助詞-接続助詞			テ	和
14.01澪標	OH_OO渋谷源氏	15580	15590	I	、	、		補助記号-読点				記号
14.01澪標	OH_OO渋谷源氏	15590	15610	I	返し	返す	カエス	動詞-一般	文語四段-サ行	連用形-一般	カエシ	和
14.01澪標	OH_OO渋谷源氏	15610	15630	I	申し	申す	モウス	動詞-非自立可能	文語四段-サ行	連用形-一般	モーシ	和
14.01澪標	OH_OO渋谷源氏	15630	15660	I	たまひ	給う	タマウ	動詞-非自立可能	文語四段-ハ行	連用形-一般	タマイ	和
14.01澪標	OH_OO渋谷源氏	15660	15680	I	ける	けり	ケリ	助動詞	文語助動詞-ケリ	連体形-一般	ケル	和
14.01澪標	OH_OO渋谷源氏	15680	15690	I	位	位	クライ	名詞-普通名詞-副詞可能			クライ	和
14.01澪標	OH_OO渋谷源氏	15690	15700	I	を	を	ヲ	助詞-格助詞			オ	和
14.01澪標	OH_OO渋谷源氏	15700	15710	I	、	、		補助記号-読点				記号
14.01澪標	OH_OO渋谷源氏	15710	15720	I	世	世	ヨ	名詞-普通名詞-一般			ヨ	和
14.01澪標	OH_OO渋谷源氏	15720	15730	I	の	の	ノ	助詞-格助詞			ノ	和
14.01澪標	OH_OO渋谷源氏	15730	15740	I	中	中	ナカ	名詞-普通名詞-副詞可能			ナカ	和
14.01澪標	OH_OO渋谷源氏	15740	15770	I	変はり	変わる	カワル	動詞-一般	文語四段-ラ行	連用形-一般	カワリ	和
14.01澪標	OH_OO渋谷源氏	15770	15780	I	て	て	テ	助詞-接続助詞			テ	和
14.01澪標	OH_OO渋谷源氏	15780	15800	I	また	又	マタ	副詞			マタ	和
14.01澪標	OH_OO渋谷源氏	15800	15820	I	改め	改める	アラタメル	動詞-一般	文語下二段-マ行	連用形-一般	アラタメ	和
14.01澪標	OH_OO渋谷源氏	15820	15850	I	たまは	給う	タマウ	動詞-非自立可能	文語四段-ハ行	未然形-一般	タマワ	和
14.01澪標	OH_OO渋谷源氏	15850	15860	I	む	む	ム	助動詞	文語助動詞-ム	連体形-一般	ム	和
14.01澪標	OH_OO渋谷源氏	15860	15870	I	に	に	ニ	助詞-接続助詞			ニ	和
14.01澪標	OH_OO渋谷源氏	15870	15880	I	、	、		補助記号-読点				記号
14.01澪標	OH_OO渋谷源氏	15880	15910	I	さらに	更に	サラニ	副詞			サラニ	和
14.01澪標	OH_OO渋谷源氏	15910	15920	I	咎	科	トガ	名詞-普通名詞-一般			トガ	和
14.01澪標	OH_OO渋谷源氏	15920	15940	I	ある	有る	アル	動詞-非自立可能	文語ラ行変格	連体形-一般	アル	和
14.01澪標	OH_OO渋谷源氏	15940	15970	I	まじう	まじ	マジ	助動詞	文語助動詞-マジ	連用形-ウ音便	マジュー	和
14.01澪標	OH_OO渋谷源氏	15970	15980	I	」	」		補助記号-括弧閉				記号
14.01澪標	OH_OO渋谷源氏	15980	15990	I	、	、		補助記号-読点				記号
14.01澪標	OH_OO渋谷源氏	15990	16000	I	公	公	オオヤケ	名詞-普通名詞-一般			オーヤケ	和
14.01澪標	OH_OO渋谷源氏	16000	16010	I	、	、		補助記号-読点				記号
14.01澪標	OH_OO渋谷源氏	16010	16020	I	私	私	ワタクシ	名詞-普通名詞-サ変可能			ワタクシ	和
14.01澪標	OH_OO渋谷源氏	16020	16040	I	定め	定める	サダメル	動詞-一般	文語下二段-マ行	未然形-一般	サダメ	和
14.01澪標	OH_OO渋谷源氏	16040	16060	I	らる	られる	ラレル	助動詞	文語下二段-ラ行	終止形-一般	ラル	和
14.01澪標	OH_OO渋谷源氏	16060	16070	I	。	。		補助記号-句点				記号
14.01澪標	OH_OO渋谷源氏	16070	16090	B	さる	然る	サル	動詞-一般	文語ラ行変格	連体形-一般	サル	和
14.01澪標	OH_OO渋谷源氏	16090	16100	I	例	例	タメシ	名詞-普通名詞-一般			タメシ	和
14.01澪標	OH_OO渋谷源氏	16100	16110	I	も	も	モ	助詞-係助詞			モ	和
14.01澪標	OH_OO渋谷源氏	16110	16130	I	あり	有る	アル	動詞-非自立可能	文語ラ行変格	連用形-一般	アリ	和
14.01澪標	OH_OO渋谷源氏	16130	16150	I	けれ	けり	ケリ	助動詞	文語助動詞-ケリ	已然形-一般	ケレ	和
14.01澪標	OH_OO渋谷源氏	16150	16160	I	ば	ば	バ	助詞-接続助詞			バ	和
14.01澪標	OH_OO渋谷源氏	16160	16170	I	、	、		補助記号-読点				記号
14.01澪標	OH_OO渋谷源氏	16170	16200	I	すまひ	争う	スマウ	動詞-一般	文語四段-ハ行	連用形-一般	スマイ	和
