13.03明石	OH_OO渋谷源氏	360	380	B	明石	アカシ	アカシ	名詞-固有名詞-地名-一般			アカシ	固
13.03明石	OH_OO渋谷源氏	23100	23140	I	こまやか	濃やか	コマヤカ	形状詞-一般			コマヤカ	和
13.03明石	OH_OO渋谷源氏	23140	23150	I	に	なり	ナリ	助動詞	文語助動詞-ナリ-断定	連用形-ニ	ニ	和
13.03明石	OH_OO渋谷源氏	23150	23170	I	書き	書く	カク	動詞-一般	文語四段-カ行	連用形-一般	カキ	和
13.03明石	OH_OO渋谷源氏	23170	23200	I	たまひ	給う	タマウ	動詞-非自立可能	文語四段-ハ行	連用形-一般	タマイ	和
13.03明石	OH_OO渋谷源氏	23200	23210	I	て	て	テ	助詞-接続助詞			テ	和
13.03明石	OH_OO渋谷源氏	23210	23220	I	、	、		補助記号-読点				記号
13.03明石	OH_OO渋谷源氏	23220	23230	B	「	「		補助記号-括弧開				記号
13.03明石	OH_OO渋谷源氏	23230	23260	I	まこと	真	マコト	名詞-普通名詞-一般			マコト	和
13.03明石	OH_OO渋谷源氏	23260	23270	I	や	や	ヤ	助詞-係助詞			ヤ	和
13.03明石	OH_OO渋谷源氏	23270	23280	I	、	、		補助記号-読点				記号
13.03明石	OH_OO渋谷源氏	23280	23290	I	我	我	ワレ	代名詞			ワレ	和
13.03明石	OH_OO渋谷源氏	23290	23320	I	ながら	ながら	ナガラ	助詞-接続助詞			ナガラ	和
13.03明石	OH_OO渋谷源氏	23320	23330	I	心	心	ココロ	名詞-普通名詞-サ変可能			ココロ	和
13.03明石	OH_OO渋谷源氏	23330	23350	I	より	より	ヨリ	助詞-格助詞			ヨリ	和
13.03明石	OH_OO渋谷源氏	23350	23360	I	外	他	ホカ	名詞-普通名詞-副詞可能			ホカ	和
13.03明石	OH_OO渋谷源氏	23360	23380	I	なる	なり	ナリ	助動詞	文語助動詞-ナリ-断定	連体形-一般	ナル	和
13.03明石	OH_OO渋谷源氏	23380	23440	I	なほざりごと	等閑言	ナオザリゴト	名詞-普通名詞-一般			ナオザリゴト	和
13.03明石	OH_OO渋谷源氏	23440	23450	I	に	なり	ナリ	助動詞	文語助動詞-ナリ-断定	連用形-ニ	ニ	和
13.03明石	OH_OO渋谷源氏	23450	23460	I	て	て	テ	助詞-接続助詞			テ	和
13.03明石	OH_OO渋谷源氏	23460	23470	I	、	、		補助記号-読点				記号
13.03明石	OH_OO渋谷源氏	23470	23490	I	疎ま	疎む	ウトム	動詞-一般	文語四段-マ行	未然形-一般	ウトマ	和
13.03明石	OH_OO渋谷源氏	23490	23500	I	れ	れる	レル	助動詞	文語下二段-ラ行	連用形-一般	レ	和
13.03明石	OH_OO渋谷源氏	23500	23550	I	たてまつり	奉る	タテマツル	動詞-非自立可能	文語四段-ラ行	連用形-一般	タテマツリ	和
13.03明石	OH_OO渋谷源氏	23550	23560	I	し	き	キ	助動詞	文語助動詞-キ	連体形-一般	シ	和
13.03明石	OH_OO渋谷源氏	23560	23580	I	節々	節々	フシブシ	名詞-普通名詞-一般			フシブシ	和
13.03明石	OH_OO渋谷源氏	23580	23590	I	を	を	ヲ	助詞-格助詞			オ	和
13.03明石	OH_OO渋谷源氏	23590	23600	I	、	、		補助記号-読点				記号
13.03明石	OH_OO渋谷源氏	23600	23620	I	思ひ	思う	オモウ	動詞-一般	文語四段-ハ行	連用形-一般	オモイ	和
13.03明石	OH_OO渋谷源氏	23620	23650	I	出づる	出でる	イデル	動詞-一般	文語下二段-ダ行	連体形-一般	イズル	和
13.03明石	OH_OO渋谷源氏	23650	23670	I	さへ	さえ	サエ	助詞-副助詞			サエ	和
13.03明石	OH_OO渋谷源氏	23670	23680	I	胸	胸	ムネ	名詞-普通名詞-一般			ムネ	和
13.03明石	OH_OO渋谷源氏	23680	23710	I	いたき	痛い	イタイ	形容詞-一般	文語形容詞-ク	連体形-一般	イタキ	和
13.03明石	OH_OO渋谷源氏	23710	23720	I	に	に	ニ	助詞-格助詞			ニ	和
13.03明石	OH_OO渋谷源氏	23720	23730	I	、	、		補助記号-読点				記号
13.03明石	OH_OO渋谷源氏	23730	23750	I	また	又	マタ	副詞			マタ	和
13.03明石	OH_OO渋谷源氏	23750	23760	I	，	，		補助記号-読点				記号
13.03明石	OH_OO渋谷源氏	23760	23800	I	あやしう	怪しい	アヤシイ	形容詞-一般	文語形容詞-シク	連用形-ウ音便	アヤシュー	和
13.03明石	OH_OO渋谷源氏	23800	23860	I	ものはかなき	物果無い	モノハカナイ	形容詞-一般	文語形容詞-ク	連体形-一般	モノハカナキ	和
13.03明石	OH_OO渋谷源氏	23860	23870	I	夢	夢	ユメ	名詞-普通名詞-一般			ユメ	和
13.03明石	OH_OO渋谷源氏	23870	23880	I	を	を	ヲ	助詞-格助詞			オ	和
13.03明石	OH_OO渋谷源氏	23880	23900	I	こそ	こそ	コソ	助詞-係助詞			コソ	和
13.03明石	OH_OO渋谷源氏	23900	23910	I	見	見る	ミル	動詞-非自立可能	文語上一段-マ行	連用形-一般	ミ	和
13.03明石	OH_OO渋谷源氏	23910	23940	I	はべり	侍る	ハベル	動詞-非自立可能	文語ラ行変格	連用形-一般	ハベリ	和
13.03明石	OH_OO渋谷源氏	23940	23960	I	しか	き	キ	助動詞	文語助動詞-キ	已然形-一般	シカ	和
13.03明石	OH_OO渋谷源氏	23960	23970	I	。	。		補助記号-句点				記号
13.03明石	OH_OO渋谷源氏	23970	23990	B	かう	斯く	カク	副詞			コー	和
13.03明石	OH_OO渋谷源氏	23990	24030	I	聞こゆる	聞こえる	キコエル	動詞-非自立可能	文語下二段-ヤ行	連体形-一般	キコユル	和
13.03明石	OH_OO渋谷源氏	24030	24050	I	問は	問う	トウ	動詞-一般	文語四段-ハ行	未然形-一般	トワ	和
13.03明石	OH_OO渋谷源氏	24050	24060	I	ず	ず	ズ	助動詞	文語助動詞-ズ	連用形-一般	ズ	和
13.03明石	OH_OO渋谷源氏	24060	24080	I	語り	語り	カタリ	名詞-普通名詞-一般			ガタリ	和
13.03明石	OH_OO渋谷源氏	24080	24090	I	に	に	ニ	助詞-格助詞			ニ	和
13.03明石	OH_OO渋谷源氏	24090	24100	I	、	、		補助記号-読点				記号
13.03明石	OH_OO渋谷源氏	24100	24120	I	隔て	隔て	ヘダテ	名詞-普通名詞-一般			ヘダテ	和
13.03明石	OH_OO渋谷源氏	24120	24140	I	なき	無い	ナイ	形容詞-非自立可能	文語形容詞-ク	連体形-一般	ナキ	和
13.03明石	OH_OO渋谷源氏	24140	24150	I	心	心	ココロ	名詞-普通名詞-サ変可能			ココロ	和
13.03明石	OH_OO渋谷源氏	24150	24160	I	の	の	ノ	助詞-格助詞			ノ	和
13.03明石	OH_OO渋谷源氏	24160	24180	I	ほど	程	ホド	名詞-普通名詞-副詞可能			ホド	和
13.03明石	OH_OO渋谷源氏	24180	24190	I	は	は	ハ	助詞-係助詞			ワ	和
13.03明石	OH_OO渋谷源氏	24190	24210	I	思し	思す	オボス	動詞-一般	文語四段-サ行	連用形-一般	オボシ	和
13.03明石	OH_OO渋谷源氏	24210	24250	I	合はせよ	合わせる	アワセル	動詞-一般	文語下二段-サ行	命令形	アワセヨ	和
13.03明石	OH_OO渋谷源氏	24250	24260	I	。	。		補助記号-句点				記号
13.03明石	OH_OO渋谷源氏	24260	24270	B	『	『		補助記号-括弧開				記号
13.03明石	OH_OO渋谷源氏	24270	24290	I	誓ひ	誓う	チカウ	動詞-一般	文語四段-ハ行	連用形-一般	チカイ	和
13.03明石	OH_OO渋谷源氏	24290	24300	I	し	き	キ	助動詞	文語助動詞-キ	連体形-一般	シ	和
13.03明石	OH_OO渋谷源氏	24300	24320	I	こと	事	コト	名詞-普通名詞-一般			コト	和
13.03明石	OH_OO渋谷源氏	24320	24330	I	も	も	モ	助詞-係助詞			モ	和
13.03明石	OH_OO渋谷源氏	24330	24340	I	』	』		補助記号-括弧閉				記号
13.03明石	OH_OO渋谷源氏	24340	24350	I	」	」		補助記号-括弧閉				記号
13.03明石	OH_OO渋谷源氏	24350	24370	I	など	など	ナド	助詞-副助詞			ナド	和
13.03明石	OH_OO渋谷源氏	24370	24390	I	書き	書く	カク	動詞-一般	文語四段-カ行	連用形-一般	カキ	和
13.03明石	OH_OO渋谷源氏	24390	24400	I	て	て	テ	助詞-接続助詞			テ	和
13.03明石	OH_OO渋谷源氏	24400	24410	I	、	、		補助記号-読点				記号
13.03明石	OH_OO渋谷源氏	24410	24420	B	「	「		補助記号-括弧開				記号
13.03明石	OH_OO渋谷源氏	24420	24440	I	何事	何事	ナニゴト	名詞-普通名詞-一般			ナニゴト	和
13.03明石	OH_OO渋谷源氏	24440	24450	I	に	に	ニ	助詞-格助詞			ニ	和
13.03明石	OH_OO渋谷源氏	24450	24470	I	つけ	付ける	ツケル	動詞-非自立可能	文語下二段-カ行	連用形-一般	ツケ	和
13.03明石	OH_OO渋谷源氏	24470	24480	I	て	て	テ	助詞-接続助詞			テ	和
13.03明石	OH_OO渋谷源氏	24480	24490	I	も	も	モ	助詞-係助詞			モ	和
13.03明石	OH_OO渋谷源氏	24490	24500	I	、	、		補助記号-読点				記号
13.03明石	OH_OO渋谷源氏	24500	24540	B	しほしほ	しおしお	シオシオ	副詞			シオシオ	和
13.03明石	OH_OO渋谷源氏	24540	24550	I	と	と	ト	助詞-格助詞			ト	和
13.03明石	OH_OO渋谷源氏	24550	24570	I	まづ	先ず	マズ	副詞			マズ	和
13.03明石	OH_OO渋谷源氏	24570	24580	I	ぞ	ぞ	ゾ	助詞-係助詞			ゾ	和
13.03明石	OH_OO渋谷源氏	24580	24600	I	泣か	泣く	ナク	動詞-一般	文語四段-カ行	未然形-一般	ナカ	和
13.03明石	OH_OO渋谷源氏	24600	24620	I	るる	れる	レル	助動詞	文語下二段-ラ行	連体形-一般	ルル	和
13.03明石	OH_OO渋谷源氏	24620	24660	I	かりそめ	仮初	カリソメ	名詞-普通名詞-形状詞可能			カリソメ	和
13.03明石	OH_OO渋谷源氏	24660	24670	I	の	の	ノ	助詞-格助詞			ノ	和
13.03明石	OH_OO渋谷源氏	24670	24700	I	みるめ	海松布	ミルメ	名詞-普通名詞-一般			ミルメ	和
13.03明石	OH_OO渋谷源氏	24700	24710	I	は	は	ハ	助詞-係助詞			ワ	和
13.03明石	OH_OO渋谷源氏	24710	24730	I	海人	海女	アマ	名詞-普通名詞-一般			アマ	和
13.03明石	OH_OO渋谷源氏	24730	24740	I	の	の	ノ	助詞-格助詞			ノ	和
13.03明石	OH_OO渋谷源氏	24740	24770	I	すさび	遊び	スサビ	名詞-普通名詞-一般			スサビ	和
13.03明石	OH_OO渋谷源氏	24770	24790	I	なれ	なり	ナリ	助動詞	文語助動詞-ナリ-断定	已然形-一般	ナレ	和
13.03明石	OH_OO渋谷源氏	24790	24810	I	ども	ども	ドモ	助詞-接続助詞			ドモ	和
13.03明石	OH_OO渋谷源氏	24810	24820	I	」	」		補助記号-括弧閉				記号
13.03明石	OH_OO渋谷源氏	24820	24830	B	と	と	ト	助詞-格助詞			ト	和
13.03明石	OH_OO渋谷源氏	24830	24850	I	ある	有る	アル	動詞-非自立可能	文語ラ行変格	連体形-一般	アル	和
13.03明石	OH_OO渋谷源氏	24850	24860	I	御	御	オオン	接頭辞			オオン	和
13.03明石	OH_OO渋谷源氏	24860	24880	I	返り	帰り	カエリ	名詞-普通名詞-一般			カエリ	和
13.03明石	OH_OO渋谷源氏	24880	24890	I	、	、		補助記号-読点				記号
13.03明石	OH_OO渋谷源氏	24890	24910	I	何心	何心	ナニゴコロ	名詞-普通名詞-一般			ナニゴコロ	和
13.03明石	OH_OO渋谷源氏	24910	24930	I	なく	無い	ナイ	形容詞-非自立可能	文語形容詞-ク	連用形-一般	ナク	和
13.03明石	OH_OO渋谷源氏	24930	24960	I	らうた	ろうたい	ロウタイ	形容詞-一般	文語形容詞-ク	語幹-一般	ロータ	和
13.03明石	OH_OO渋谷源氏	24960	24970	I	げ	気	ゲ	接尾辞-形状詞的			ゲ	和
13.03明石	OH_OO渋谷源氏	24970	24980	I	に	なり	ナリ	助動詞	文語助動詞-ナリ-断定	連用形-ニ	ニ	和
13.03明石	OH_OO渋谷源氏	24980	25000	I	書き	書く	カク	動詞-一般	文語四段-カ行	連用形-一般	カキ	和
13.03明石	OH_OO渋谷源氏	25000	25010	I	て	て	テ	助詞-接続助詞			テ	和
13.03明石	OH_OO渋谷源氏	25010	25020	I	、	、		補助記号-読点				記号
13.03明石	OH_OO渋谷源氏	25020	25030	B	「	「		補助記号-括弧開				記号
13.03明石	OH_OO渋谷源氏	25030	25050	I	忍び	忍びる	シノビル	動詞-一般	文語上二段-バ行	連用形-一般	シノビ	和
13.03明石	OH_OO渋谷源氏	25050	25070	I	かね	兼ねる	カネル	接尾辞-動詞的	文語下二段-ナ行	連用形-一般	カネ	和
13.03明石	OH_OO渋谷源氏	25070	25090	I	たる	たり	タリ	助動詞	文語助動詞-タリ-完了	連体形-一般	タル	和
13.03明石	OH_OO渋谷源氏	25090	25100	I	御	御	オオン	接頭辞			オオン	和
13.03明石	OH_OO渋谷源氏	25100	25130	I	夢語り	夢語り	ユメガタリ	名詞-普通名詞-一般			ユメガタリ	和
13.03明石	OH_OO渋谷源氏	25130	25140	I	に	に	ニ	助詞-格助詞			ニ	和
13.03明石	OH_OO渋谷源氏	25140	25160	I	つけ	付ける	ツケル	動詞-非自立可能	文語下二段-カ行	連用形-一般	ツケ	和
13.03明石	OH_OO渋谷源氏	25160	25170	I	て	て	テ	助詞-接続助詞			テ	和
13.03明石	OH_OO渋谷源氏	25170	25180	I	も	も	モ	助詞-係助詞			モ	和
13.03明石	OH_OO渋谷源氏	25180	25190	I	、	、		補助記号-読点				記号
13.03明石	OH_OO渋谷源氏	25190	25210	I	思ひ	思う	オモウ	動詞-一般	文語四段-ハ行	連用形-一般	オモイ	和
13.03明石	OH_OO渋谷源氏	25210	25240	I	合はせ	合わせる	アワセル	動詞-一般	文語下二段-サ行	未然形-一般	アワセ	和
13.03明石	OH_OO渋谷源氏	25240	25270	I	らるる	られる	ラレル	助動詞	文語下二段-ラ行	連体形-一般	ラルル	和
13.03明石	OH_OO渋谷源氏	25270	25290	I	こと	事	コト	名詞-普通名詞-一般			コト	和
13.03明石	OH_OO渋谷源氏	25290	25320	I	多かる	多い	オオイ	形容詞-一般	文語形容詞-ク	連体形-補助	オーカル	和
13.03明石	OH_OO渋谷源氏	25320	25330	I	を	を	ヲ	助詞-格助詞			オ	和
13.03明石	OH_OO渋谷源氏	25330	25340	I	、	、		補助記号-読点				記号
13.03明石	OH_OO渋谷源氏	25340	25380	B	うらなく	心無い	ウラナイ	形容詞-一般	文語形容詞-ク	連用形-一般	ウラナク	和
13.03明石	OH_OO渋谷源氏	25380	25390	I	も	も	モ	助詞-係助詞			モ	和
13.03明石	OH_OO渋谷源氏	25390	25410	I	思ひ	思う	オモウ	動詞-一般	文語四段-ハ行	連用形-一般	オモイ	和
13.03明石	OH_OO渋谷源氏	25410	25430	I	ける	けり	ケリ	助動詞	文語助動詞-ケリ	連体形-一般	ケル	和
13.03明石	OH_OO渋谷源氏	25430	25450	I	かな	哉	カナ	助詞-終助詞			カナ	和
13.03明石	OH_OO渋谷源氏	25450	25470	I	契り	契る	チギル	動詞-一般	文語四段-ラ行	連用形-一般	チギリ	和
13.03明石	OH_OO渋谷源氏	25470	25480	I	し	き	キ	助動詞	文語助動詞-キ	連体形-一般	シ	和
13.03明石	OH_OO渋谷源氏	25480	25490	I	を	を	ヲ	助詞-格助詞			オ	和
13.03明石	OH_OO渋谷源氏	25490	25500	I	松	松	マツ	名詞-普通名詞-一般			マツ	和
13.03明石	OH_OO渋谷源氏	25500	25520	I	より	より	ヨリ	助詞-格助詞			ヨリ	和
13.03明石	OH_OO渋谷源氏	25520	25530	I	波	波	ナミ	名詞-普通名詞-一般			ナミ	和
13.03明石	OH_OO渋谷源氏	25530	25540	I	は	は	ハ	助詞-係助詞			ワ	和
13.03明石	OH_OO渋谷源氏	25540	25560	I	越え	越える	コエル	動詞-一般	文語下二段-ヤ行	未然形-一般	コエ	和
13.03明石	OH_OO渋谷源氏	25560	25570	I	じ	じ	ジ	助動詞	文語助動詞-ジ	連体形-一般	ジ	和
13.03明石	OH_OO渋谷源氏	25570	25590	I	もの	物	モノ	名詞-普通名詞-サ変可能			モノ	和
13.03明石	OH_OO渋谷源氏	25590	25600	I	ぞ	ぞ	ゾ	助詞-係助詞			ゾ	和
13.03明石	OH_OO渋谷源氏	25600	25610	I	と	と	ト	助詞-格助詞			ト	和
13.03明石	OH_OO渋谷源氏	25610	25620	I	」	」		補助記号-括弧閉				記号
13.03明石	OH_OO渋谷源氏	25620	25660	B	おいらか	おいらか	オイラカ	形状詞-一般			オイラカ	和
13.03明石	OH_OO渋谷源氏	25660	25680	I	なる	なり	ナリ	助動詞	文語助動詞-ナリ-断定	連体形-一般	ナル	和
13.03明石	OH_OO渋谷源氏	25680	25700	I	もの	物	モノ	名詞-普通名詞-サ変可能			モノ	和
13.03明石	OH_OO渋谷源氏	25700	25720	I	から	から	カラ	助詞-格助詞			カラ	和
13.03明石	OH_OO渋谷源氏	25720	25730	I	、	、		補助記号-読点				記号
13.03明石	OH_OO渋谷源氏	25730	25750	I	ただ	唯	タダ	形状詞-一般			タダ	和
13.03明石	OH_OO渋谷源氏	25750	25770	I	なら	なり	ナリ	助動詞	文語助動詞-ナリ-断定	未然形-一般	ナラ	和
13.03明石	OH_OO渋谷源氏	25770	25780	I	ず	ず	ズ	助動詞	文語助動詞-ズ	連用形-一般	ズ	和
13.03明石	OH_OO渋谷源氏	25780	25810	I	かすめ	掠める	カスメル	動詞-一般	文語下二段-マ行	連用形-一般	カスメ	和
13.03明石	OH_OO渋谷源氏	25810	25840	I	たまへ	給う	タマウ	動詞-非自立可能	文語四段-ハ行	命令形	タマエ	和
13.03明石	OH_OO渋谷源氏	25840	25850	I	る	り	リ	助動詞	文語助動詞-リ	連体形-一般	ル	和
13.03明石	OH_OO渋谷源氏	25850	25860	I	を	を	ヲ	助詞-格助詞			オ	和
13.03明石	OH_OO渋谷源氏	25860	25870	I	、	、		補助記号-読点				記号
13.03明石	OH_OO渋谷源氏	25870	25890	I	いと	いと	イト	副詞			イト	和
13.03明石	OH_OO渋谷源氏	25890	25920	I	あはれ	哀れ	アワレ	名詞-普通名詞-形状詞可能			アワレ	和
13.03明石	OH_OO渋谷源氏	25920	25930	I	に	なり	ナリ	助動詞	文語助動詞-ナリ-断定	連用形-ニ	ニ	和
13.03明石	OH_OO渋谷源氏	25930	25940	I	、	、		補助記号-読点				記号
13.03明石	OH_OO渋谷源氏	25940	25960	I	うち	打ち	ウチ	接頭辞			ウチ	和
13.03明石	OH_OO渋谷源氏	25960	25980	I	置き	置く	オク	動詞-非自立可能	文語四段-カ行	連用形-一般	オキ	和
13.03明石	OH_OO渋谷源氏	25980	26010	I	がたく	難い	ガタイ	接尾辞-形容詞的	文語形容詞-ク	連用形-一般	ガタク	和
13.03明石	OH_OO渋谷源氏	26010	26020	I	見	見る	ミル	動詞-非自立可能	文語上一段-マ行	連用形-一般	ミ	和
13.03明石	OH_OO渋谷源氏	26020	26050	I	たまひ	給う	タマウ	動詞-非自立可能	文語四段-ハ行	連用形-一般	タマイ	和
13.03明石	OH_OO渋谷源氏	26050	26060	I	て	て	テ	助詞-接続助詞			テ	和
13.03明石	OH_OO渋谷源氏	26060	26070	I	、	、		補助記号-読点				記号
13.03明石	OH_OO渋谷源氏	26070	26090	I	名残	名残り	ナゴリ	名詞-普通名詞-一般			ナゴリ	和
13.03明石	OH_OO渋谷源氏	26090	26120	I	久しう	久しい	ヒサシイ	形容詞-一般	文語形容詞-シク	連用形-ウ音便	ヒサシュー	和
13.03明石	OH_OO渋谷源氏	26120	26130	I	、	、		補助記号-読点				記号
13.03明石	OH_OO渋谷源氏	26130	26150	I	忍び	忍び	シノビ	名詞-普通名詞-一般			シノビ	和
13.03明石	OH_OO渋谷源氏	26150	26160	I	の	の	ノ	助詞-格助詞			ノ	和
13.03明石	OH_OO渋谷源氏	26160	26180	I	旅寝	旅寝	タビネ	名詞-普通名詞-一般			タビネ	和
13.03明石	OH_OO渋谷源氏	26180	26190	I	も	も	モ	助詞-係助詞			モ	和
13.03明石	OH_OO渋谷源氏	26190	26200	I	し	為る	スル	動詞-非自立可能	文語サ行変格	連用形-一般	シ	和
13.03明石	OH_OO渋谷源氏	26200	26230	I	たまは	給う	タマウ	動詞-非自立可能	文語四段-ハ行	未然形-一般	タマワ	和
13.03明石	OH_OO渋谷源氏	26230	26240	I	ず	ず	ズ	助動詞	文語助動詞-ズ	終止形-一般	ズ	和
13.03明石	OH_OO渋谷源氏	26240	26250	I	。	。		補助記号-句点				記号
13.03明石	OH_OO渋谷源氏	26250	26260	B	女	女	オンナ	名詞-普通名詞-一般			オンナ	和
13.03明石	OH_OO渋谷源氏	26260	26270	I	、	、		補助記号-読点				記号
13.03明石	OH_OO渋谷源氏	26270	26290	I	思ひ	思う	オモウ	動詞-一般	文語四段-ハ行	連用形-一般	オモイ	和
13.03明石	OH_OO渋谷源氏	26290	26300	I	し	き	キ	助動詞	文語助動詞-キ	連体形-一般	シ	和
13.03明石	OH_OO渋谷源氏	26300	26310	I	も	も	モ	助詞-係助詞			モ	和
13.03明石	OH_OO渋谷源氏	26310	26340	I	しるき	著い	シルイ	形容詞-一般	文語形容詞-ク	連体形-一般	シルキ	和
13.03明石	OH_OO渋谷源氏	26340	26350	I	に	に	ニ	助詞-接続助詞			ニ	和
13.03明石	OH_OO渋谷源氏	26350	26360	I	、	、		補助記号-読点				記号
13.03明石	OH_OO渋谷源氏	26360	26370	I	今	今	イマ	名詞-普通名詞-副詞可能			イマ	和
13.03明石	OH_OO渋谷源氏	26370	26380	I	ぞ	ぞ	ゾ	助詞-係助詞			ゾ	和
13.03明石	OH_OO渋谷源氏	26380	26410	I	まこと	真	マコト	名詞-普通名詞-一般			マコト	和
13.03明石	OH_OO渋谷源氏	26410	26420	I	に	に	ニ	助詞-格助詞			ニ	和
13.03明石	OH_OO渋谷源氏	26420	26430	I	身	身	ミ	名詞-普通名詞-一般			ミ	和
13.03明石	OH_OO渋谷源氏	26430	26440	I	も	も	モ	助詞-係助詞			モ	和
13.03明石	OH_OO渋谷源氏	26440	26460	I	投げ	投げる	ナゲル	動詞-一般	文語下二段-ガ行	連用形-一般	ナゲ	和
13.03明石	OH_OO渋谷源氏	26460	26470	I	つ	つ	ツ	助動詞	文語助動詞-ツ	終止形-一般	ツ	和
13.03明石	OH_OO渋谷源氏	26470	26490	I	べき	べし	ベシ	助動詞	文語助動詞-ベシ	連体形-一般	ベキ	和
13.03明石	OH_OO渋谷源氏	26490	26510	I	心地	心地	ココチ	名詞-普通名詞-一般			ココチ	和
13.03明石	OH_OO渋谷源氏	26510	26530	I	する	為る	スル	動詞-非自立可能	文語サ行変格	連体形-一般	スル	和
13.03明石	OH_OO渋谷源氏	26530	26540	I	。	。		補助記号-句点				記号
13.03明石	OH_OO渋谷源氏	26540	26550	B	「	「		補助記号-括弧開				記号
13.03明石	OH_OO渋谷源氏	26550	26570	I	行く	行く	イク	動詞-非自立可能	文語四段-カ行	連体形-一般	ユク	和
13.03明石	OH_OO渋谷源氏	26570	26580	I	末	末	スエ	名詞-普通名詞-副詞可能			スエ	和
13.03明石	OH_OO渋谷源氏	26580	26590	I	短	短い	ミジカイ	形容詞-一般	文語形容詞-ク	語幹-一般	ミジカ	和
13.03明石	OH_OO渋谷源氏	26590	26600	I	げ	気	ゲ	接尾辞-形状詞的			ゲ	和
13.03明石	OH_OO渋谷源氏	26600	26620	I	なる	なり	ナリ	助動詞	文語助動詞-ナリ-断定	連体形-一般	ナル	和
13.03明石	OH_OO渋谷源氏	26620	26630	I	親	親	オヤ	名詞-普通名詞-一般			オヤ	和
13.03明石	OH_OO渋谷源氏	26630	26660	I	ばかり	ばかり	バカリ	助詞-副助詞			バカリ	和
13.03明石	OH_OO渋谷源氏	26660	26670	I	を	を	ヲ	助詞-格助詞			オ	和
13.03明石	OH_OO渋谷源氏	26670	26710	I	頼もしき	頼もしい	タノモシイ	形容詞-一般	文語形容詞-シク	連体形-一般	タノモシキ	和
13.03明石	OH_OO渋谷源氏	26710	26730	I	もの	物	モノ	名詞-普通名詞-サ変可能			モノ	和
13.03明石	OH_OO渋谷源氏	26730	26740	I	に	なり	ナリ	助動詞	文語助動詞-ナリ-断定	連用形-ニ	ニ	和
13.03明石	OH_OO渋谷源氏	26740	26750	I	て	て	テ	助詞-接続助詞			テ	和
13.03明石	OH_OO渋谷源氏	26750	26760	I	、	、		補助記号-読点				記号
13.03明石	OH_OO渋谷源氏	26760	26780	I	いつ	何時	イツ	代名詞			イツ	和
13.03明石	OH_OO渋谷源氏	26780	26790	I	の	の	ノ	助詞-格助詞			ノ	和
13.03明石	OH_OO渋谷源氏	26790	26800	I	世	世	ヨ	名詞-普通名詞-一般			ヨ	和
13.03明石	OH_OO渋谷源氏	26800	26810	I	に	に	ニ	助詞-格助詞			ニ	和
13.03明石	OH_OO渋谷源氏	26810	26820	I	人	人	ヒト	名詞-普通名詞-一般			ヒト	和
13.03明石	OH_OO渋谷源氏	26820	26840	I	並々	並々	ナミナミ	名詞-普通名詞-一般			ナミナミ	和
13.03明石	OH_OO渋谷源氏	26840	26850	I	に	に	ニ	助詞-格助詞			ニ	和
13.03明石	OH_OO渋谷源氏	26850	26870	I	なる	成る	ナル	動詞-非自立可能	文語四段-ラ行	終止形-一般	ナル	和
13.03明石	OH_OO渋谷源氏	26870	26890	I	べき	べし	ベシ	助動詞	文語助動詞-ベシ	連体形-一般	ベキ	和
13.03明石	OH_OO渋谷源氏	26890	26900	I	身	身	ミ	名詞-普通名詞-一般			ミ	和
13.03明石	OH_OO渋谷源氏	26900	26910	I	と	と	ト	助詞-格助詞			ト	和
13.03明石	OH_OO渋谷源氏	26910	26930	I	思は	思う	オモウ	動詞-一般	文語四段-ハ行	未然形-一般	オモワ	和
13.03明石	OH_OO渋谷源氏	26930	26950	I	ざり	ず	ズ	助動詞	文語助動詞-ズ	連用形-補助	ザリ	和
13.03明石	OH_OO渋谷源氏	26950	26970	I	しか	き	キ	助動詞	文語助動詞-キ	已然形-一般	シカ	和
13.03明石	OH_OO渋谷源氏	26970	26980	I	ど	ど	ド	助詞-接続助詞			ド	和
13.03明石	OH_OO渋谷源氏	26980	26990	I	、	、		補助記号-読点				記号
13.03明石	OH_OO渋谷源氏	26990	27010	I	ただ	唯	タダ	副詞			タダ	和
13.03明石	OH_OO渋谷源氏	27010	27050	I	そこはか	そこはか	ソコハカ	名詞-普通名詞-一般			ソコハカ	和
13.03明石	OH_OO渋谷源氏	27050	27060	I	と	と	ト	助詞-格助詞			ト	和
13.03明石	OH_OO渋谷源氏	27060	27080	I	なく	無い	ナイ	形容詞-非自立可能	文語形容詞-ク	連用形-一般	ナク	和
13.03明石	OH_OO渋谷源氏	27080	27090	I	て	て	テ	助詞-接続助詞			テ	和
13.03明石	OH_OO渋谷源氏	27090	27120	I	過ぐし	過ぐす	スグス	動詞-一般	文語四段-サ行	連用形-一般	スグシ	和
13.03明石	OH_OO渋谷源氏	27120	27140	I	つる	つ	ツ	助動詞	文語助動詞-ツ	連体形-一般	ツル	和
13.03明石	OH_OO渋谷源氏	27140	27160	I	年月	年月	トシツキ	名詞-普通名詞-一般			トシツキ	和
13.03明石	OH_OO渋谷源氏	27160	27170	I	は	は	ハ	助詞-係助詞			ワ	和
13.03明石	OH_OO渋谷源氏	27170	27180	I	、	、		補助記号-読点				記号
13.03明石	OH_OO渋谷源氏	27180	27210	I	何ごと	何事	ナニゴト	名詞-普通名詞-一般			ナニゴト	和
